start_ts	endpoint	request_body	request_headers
2021-03-02 13:02:57.890731-08	/item	"{""retry_count"":0,""read_count"":1,""time"":1614718949,""epc"":""000089890116003507590537"",""reason"":""correction"",""direction"":""in"",""rssi"":-66,""reading_cycle"":129411,""antenna"":3}"	{'User-Agent': 'okhttp/3.12.4', 'Content-Length': '168', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=utf-8'}
2021-03-02 13:02:57.764139-08	/item	"{""retry_count"":0,""read_count"":1,""time"":1614718949,""epc"":""000101790116069946810273"",""reason"":""correction"",""direction"":""in"",""rssi"":-54,""reading_cycle"":129411,""antenna"":4}"	{'Content-Type': 'application/json; charset=utf-8', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Length': '168'}
2021-03-02 13:03:33.296902-08	/item	"{""retry_count"":0,""time"":1614718984,""epc"":""000091730116025015570073"",""reading_cycle"":129413,""order_id"":""790QPD127"",""reason"":""add_to_order"",""direction"":""out""}"	{'Connection': 'Keep-Alive', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4', 'Content-Type': 'application/json; charset=utf-8', 'Content-Length': '156'}
2021-03-02 13:03:33.205962-08	/item	"{""retry_count"":0,""time"":1614718984,""epc"":""000091730116025015570086"",""reading_cycle"":129413,""reason"":""deleted_item"",""direction"":""out""}"	{'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=utf-8', 'Content-Length': '133', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4', 'Connection': 'Keep-Alive'}
2021-03-02 13:03:44.46373-08	/item	"{""retry_count"":0,""read_count"":1,""time"":1614718996,""epc"":""000089890116003507590537"",""reason"":""correction"",""direction"":""in"",""rssi"":-70,""reading_cycle"":129415,""antenna"":3}"	{'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=utf-8', 'Content-Length': '168', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4', 'Connection': 'Keep-Alive'}
2021-03-02 13:03:38.804642-08	/item	"{""retry_count"":0,""time"":1614718990,""epc"":""000089890116003507590537"",""reading_cycle"":129414,""order_id"":""790QPD148"",""reason"":""add_to_order"",""direction"":""out""}"	{'Content-Type': 'application/json; charset=utf-8', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Length': '156', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw'}
2021-03-02 13:03:38.973884-08	/item	"{""retry_count"":0,""time"":1614718990,""epc"":""000091430116010405600003"",""reading_cycle"":129414,""order_id"":""790QPD148"",""reason"":""add_to_order"",""direction"":""out""}"	{'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4', 'Content-Type': 'application/json; charset=utf-8', 'Connection': 'Keep-Alive', 'Content-Length': '156', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw'}
2021-03-02 13:04:11.435605-08	/item	"{""retry_count"":0,""read_count"":1,""time"":1614719023,""epc"":""000089890116003507590679"",""reason"":""correction"",""direction"":""in"",""rssi"":-57,""reading_cycle"":129420,""antenna"":3}"	{'User-Agent': 'okhttp/3.12.4', 'Content-Type': 'application/json; charset=utf-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Length': '168', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive'}
2021-03-02 13:04:05.933807-08	/item	"{""retry_count"":0,""time"":1614719017,""epc"":""000089890116003507590679"",""reading_cycle"":129419,""order_id"":""790QPD148"",""reason"":""add_to_order"",""direction"":""out""}"	{'Content-Length': '156', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=utf-8'}
2021-03-02 13:04:44.703353-08	/item	"{""retry_count"":0,""read_count"":2,""time"":1614719056,""epc"":""000065690116031165630376"",""reason"":""correction"",""direction"":""in"",""rssi"":-57,""reading_cycle"":129426,""antenna"":4}"	{'Content-Length': '168', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=utf-8'}
2021-03-02 13:03:33.045388-08	/item	"{""retry_count"":0,""time"":1614718984,""epc"":""000091730116025015570086"",""reading_cycle"":129413,""order_id"":""790QPD127"",""reason"":""add_to_order"",""direction"":""out""}"	{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4', 'Content-Length': '156', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive', 'Content-Type': 'application/json; charset=utf-8'}
2021-03-02 13:03:38.587109-08	/item	"{""retry_count"":0,""read_count"":1,""time"":1614718990,""epc"":""000091730116025015570086"",""reason"":""correction"",""direction"":""in"",""rssi"":-57,""reading_cycle"":129414,""antenna"":4}"	{'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Content-Length': '168', 'Content-Type': 'application/json; charset=utf-8', 'Host': 'kiosk-prod.bytefoods.com'}
2021-03-02 13:04:44.61796-08	/sync_transact	"{""order_id"":""790QPD148"",""payment_system"":""Express"",""email"":""efeljefe@yahoo.com"",""coupon"":"""",""created"":1614718952,""time_opened"":1614718954,""time_closed"":1614718979,""time_door_opened"":1614718956,""time_door_closed"":1614718979,""stamp"":16,""purchased_products"":[{""epc"":""000089890116003507590144"",""price"":0.93},{""epc"":""000101790116069946810273"",""price"":2.25},{""epc"":""000065690116031165630376"",""price"":2.58},{""epc"":""000091430116010405600003"",""price"":0.3},{""epc"":""000067800116016346810974"",""price"":0.96}],""payment"":{""first_name"":""CHRISTIAN E"",""last_name"":""EFE"",""validate"":0,""ksn"":""9011880B29A9A600291D"",""magne_print"":""B6A812A54A7C8C96F622712FBAEAC1667316255D116AF9A496E4CCEC8FEC52C392AE6945553855484F5F42262CA87359825C64E2C2E384C2"",""magne_print_status"":""61403000"",""track2"":""AA964543DF99C89D8D0B4FDDA314CA5E91893B90838827447F0BB050D01BF7960E4A2E5CF07394DC"",""card_pan"":""4809902311"",""card_type"":""unknown""},""time"":1614719056,""currency"":""USD"",""time_preauth"":0,""time_capture"":0,""tablet_processing_done"":0}"	{'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Length': '990', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Type': 'application/json; charset=UTF-8'}
2021-03-02 13:03:44.947274-08	/item	"{""retry_count"":0,""time"":1614718996,""epc"":""000067800116016346810974"",""reading_cycle"":129415,""order_id"":""790QPD148"",""reason"":""add_to_order"",""direction"":""out""}"	{'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=utf-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Length': '156', 'Connection': 'Keep-Alive'}
2021-03-02 13:04:16.894422-08	/item	"{""retry_count"":0,""time"":1614719028,""epc"":""000091430116010405600003"",""reading_cycle"":129421,""order_id"":""790QPD148"",""reason"":""add_to_order"",""direction"":""out""}"	{'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=utf-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Length': '156', 'Connection': 'Keep-Alive'}
2021-03-02 13:03:38.628888-08	/sync_transact	"{""order_id"":""790QPD127"",""payment_system"":""Express"",""email"":""serebvadym@gmail.com"",""coupon"":"""",""created"":1614718879,""time_opened"":1614718881,""time_closed"":1614718889,""time_door_opened"":1614718883,""time_door_closed"":1614718889,""stamp"":13,""purchased_products"":[{""epc"":""000091730116025015570086"",""price"":1.29},{""epc"":""000091730116025015570073"",""price"":1.29},{""epc"":""000089890116003454690074"",""price"":0.93},{""epc"":""000044070115675849260555"",""price"":1.29},{""epc"":""000101760116024989600470"",""price"":2.19}],""payment"":{""first_name"":""VADYM "",""last_name"":""SEREBRIAKOV"",""validate"":0,""ksn"":""9011880B29A9A600291B"",""magne_print"":""4BE0164EB696C3BE9EE87D0A990072235F616A8C7F4F21527E01A888C69263E69E2515A5E71B241EBE3E4A1309F06020BA5F9956C19F3CF3"",""magne_print_status"":""61403000"",""track2"":""7D144033881DCC16E59D6DD9DB3F0606DCCB257A6B6B44E66837B507E7DB52DF6D5F63389F658C7A"",""card_pan"":""4400667214"",""card_type"":""unknown""},""time"":1614718990,""currency"":""USD"",""time_preauth"":0,""time_capture"":0,""tablet_processing_done"":0}"	{'User-Agent': 'okhttp/3.12.4', 'Content-Length': '996', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=UTF-8'}
2021-03-02 13:04:00.625117-08	/item	"{""retry_count"":0,""time"":1614719012,""epc"":""000089890116003507590537"",""reading_cycle"":129418,""order_id"":""790QPD148"",""reason"":""add_to_order"",""direction"":""out""}"	{'User-Agent': 'okhttp/3.12.4', 'Content-Length': '156', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=utf-8'}
2021-03-02 13:03:38.70894-08	/item	"{""retry_count"":0,""read_count"":1,""time"":1614718990,""epc"":""000091730116025015570073"",""reason"":""correction"",""direction"":""in"",""rssi"":-68,""reading_cycle"":129414,""antenna"":4}"	{'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'Content-Length': '168', 'Content-Type': 'application/json; charset=utf-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com'}
2021-03-02 13:03:44.846062-08	/item	"{""retry_count"":0,""time"":1614718996,""epc"":""000101790116069946810273"",""reading_cycle"":129415,""order_id"":""790QPD148"",""reason"":""add_to_order"",""direction"":""out""}"	{'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'Content-Length': '156', 'Content-Type': 'application/json; charset=utf-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com'}
2021-03-02 13:04:00.31868-08	/sync_transact	"{""order_id"":""790QPD127"",""payment_system"":""Express"",""email"":""serebvadym@gmail.com"",""coupon"":"""",""created"":1614718879,""time_opened"":1614718881,""time_closed"":1614718889,""time_door_opened"":1614718883,""time_door_closed"":1614718889,""stamp"":15,""purchased_products"":[{""epc"":""000044070115675849260555"",""price"":1.29}],""payment"":{""first_name"":""VADYM "",""last_name"":""SEREBRIAKOV"",""validate"":0,""ksn"":""9011880B29A9A600291B"",""magne_print"":""4BE0164EB696C3BE9EE87D0A990072235F616A8C7F4F21527E01A888C69263E69E2515A5E71B241EBE3E4A1309F06020BA5F9956C19F3CF3"",""magne_print_status"":""61403000"",""track2"":""7D144033881DCC16E59D6DD9DB3F0606DCCB257A6B6B44E66837B507E7DB52DF6D5F63389F658C7A"",""card_pan"":""4400667214"",""card_type"":""unknown""},""time"":1614719012,""currency"":""USD"",""time_preauth"":0,""time_capture"":0,""tablet_processing_done"":0}"	{'User-Agent': 'okhttp/3.12.4', 'Content-Length': '804', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=UTF-8'}
2021-03-02 13:04:00.737788-08	/sync_transact	"{""order_id"":""790QPD148"",""payment_system"":""Express"",""email"":""efeljefe@yahoo.com"",""coupon"":"""",""created"":1614718952,""time_opened"":1614718954,""time_closed"":1614718979,""time_door_opened"":1614718956,""time_door_closed"":1614718979,""stamp"":9,""purchased_products"":[{""epc"":""000089890116003507590144"",""price"":0.93},{""epc"":""000089890116003507590537"",""price"":0.93},{""epc"":""000101790116069946810273"",""price"":2.25},{""epc"":""000067800116016346810974"",""price"":0.96}],""payment"":{""first_name"":""CHRISTIAN E"",""last_name"":""EFE"",""validate"":0,""ksn"":""9011880B29A9A600291D"",""magne_print"":""B6A812A54A7C8C96F622712FBAEAC1667316255D116AF9A496E4CCEC8FEC52C392AE6945553855484F5F42262CA87359825C64E2C2E384C2"",""magne_print_status"":""61403000"",""track2"":""AA964543DF99C89D8D0B4FDDA314CA5E91893B90838827447F0BB050D01BF7960E4A2E5CF07394DC"",""card_pan"":""4809902311"",""card_type"":""unknown""},""time"":1614719012,""currency"":""USD"",""time_preauth"":0,""time_capture"":0,""tablet_processing_done"":0}"	{'User-Agent': 'okhttp/3.12.4', 'Content-Length': '942', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=UTF-8'}
2021-03-02 13:04:33.395928-08	/sync_transact	"{""order_id"":""790QPD148"",""payment_system"":""Express"",""email"":""efeljefe@yahoo.com"",""coupon"":"""",""created"":1614718952,""time_opened"":1614718954,""time_closed"":1614718979,""time_door_opened"":1614718956,""time_door_closed"":1614718979,""stamp"":14,""purchased_products"":[{""epc"":""000075390116043131790960"",""price"":1.29},{""epc"":""000089890116003507590537"",""price"":0.93},{""epc"":""000101790116069946810273"",""price"":2.25},{""epc"":""000067800116016346810974"",""price"":0.96},{""epc"":""000101760116024989600470"",""price"":2.19}],""payment"":{""first_name"":""CHRISTIAN E"",""last_name"":""EFE"",""validate"":0,""ksn"":""9011880B29A9A600291D"",""magne_print"":""B6A812A54A7C8C96F622712FBAEAC1667316255D116AF9A496E4CCEC8FEC52C392AE6945553855484F5F42262CA87359825C64E2C2E384C2"",""magne_print_status"":""61403000"",""track2"":""AA964543DF99C89D8D0B4FDDA314CA5E91893B90838827447F0BB050D01BF7960E4A2E5CF07394DC"",""card_pan"":""4809902311"",""card_type"":""unknown""},""time"":1614719045,""currency"":""USD"",""time_preauth"":0,""time_capture"":0,""tablet_processing_done"":0}"	{'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Type': 'application/json; charset=UTF-8', 'Content-Length': '991', 'Host': 'kiosk-prod.bytefoods.com', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4'}
2021-03-02 13:04:22.603881-08	/item	"{""retry_count"":0,""read_count"":1,""time"":1614719034,""epc"":""000091430116010405600003"",""reason"":""correction"",""direction"":""in"",""rssi"":-67,""reading_cycle"":129422,""antenna"":4}"	{'Connection': 'Keep-Alive', 'Content-Type': 'application/json; charset=utf-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Content-Length': '168', 'Host': 'kiosk-prod.bytefoods.com', 'User-Agent': 'okhttp/3.12.4'}
2021-03-02 13:04:33.888883-08	/item	"{""retry_count"":0,""read_count"":1,""time"":1614719045,""epc"":""000101760116024989600470"",""reason"":""correction"",""direction"":""in"",""rssi"":-61,""reading_cycle"":129424,""antenna"":5}"	{'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4', 'Content-Type': 'application/json; charset=utf-8', 'Content-Length': '168'}
2021-03-02 13:03:44.568655-08	/item	"{""retry_count"":0,""read_count"":1,""time"":1614718996,""epc"":""000089890116003454690074"",""reason"":""correction"",""direction"":""in"",""rssi"":-66,""reading_cycle"":129415,""antenna"":3}"	{'Content-Type': 'application/json; charset=utf-8', 'Connection': 'Keep-Alive', 'Content-Length': '168', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com'}
2021-03-02 13:03:44.688636-08	/item	"{""retry_count"":0,""read_count"":1,""time"":1614718996,""epc"":""000101760116024989600470"",""reason"":""correction"",""direction"":""in"",""rssi"":-61,""reading_cycle"":129415,""antenna"":5}"	{'Content-Length': '168', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=utf-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4'}
2021-03-02 13:04:38.916619-08	/sync_transact	"{""order_id"":""790QPD148"",""payment_system"":""Express"",""email"":""efeljefe@yahoo.com"",""coupon"":"""",""created"":1614718952,""time_opened"":1614718954,""time_closed"":1614718979,""time_door_opened"":1614718956,""time_door_closed"":1614718979,""stamp"":15,""purchased_products"":[{""epc"":""000104480116021690620614"",""price"":0.3},{""epc"":""000101790116069946810273"",""price"":2.25},{""epc"":""000067800116016346810974"",""price"":0.96}],""payment"":{""first_name"":""CHRISTIAN E"",""last_name"":""EFE"",""validate"":0,""ksn"":""9011880B29A9A600291D"",""magne_print"":""B6A812A54A7C8C96F622712FBAEAC1667316255D116AF9A496E4CCEC8FEC52C392AE6945553855484F5F42262CA87359825C64E2C2E384C2"",""magne_print_status"":""61403000"",""track2"":""AA964543DF99C89D8D0B4FDDA314CA5E91893B90838827447F0BB050D01BF7960E4A2E5CF07394DC"",""card_pan"":""4809902311"",""card_type"":""unknown""},""time"":1614719050,""currency"":""USD"",""time_preauth"":0,""time_capture"":0,""tablet_processing_done"":0}"	{'Content-Length': '894', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=UTF-8', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4'}
2021-03-02 13:04:33.700548-08	/item	"{""retry_count"":0,""read_count"":1,""time"":1614719045,""epc"":""000089890116003507590537"",""reason"":""correction"",""direction"":""in"",""rssi"":-69,""reading_cycle"":129424,""antenna"":3}"	{'Content-Type': 'application/json; charset=utf-8', 'Content-Length': '168', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'Host': 'kiosk-prod.bytefoods.com', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw'}
2021-03-02 13:04:33.798259-08	/item	"{""retry_count"":0,""read_count"":1,""time"":1614719045,""epc"":""000075390116043131790960"",""reason"":""correction"",""direction"":""in"",""rssi"":-64,""reading_cycle"":129424,""antenna"":1}"	{'Content-Type': 'application/json; charset=utf-8', 'Content-Length': '168', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'User-Agent': 'okhttp/3.12.4', 'Connection': 'Keep-Alive', 'Host': 'kiosk-prod.bytefoods.com'}
2021-03-02 13:03:55.086275-08	/item	"{""retry_count"":0,""read_count"":1,""time"":1614719006,""epc"":""000091430116010405600003"",""reason"":""correction"",""direction"":""in"",""rssi"":-62,""reading_cycle"":129417,""antenna"":8}"	{'Content-Length': '168', 'Connection': 'Keep-Alive', 'User-Agent': 'okhttp/3.12.4', 'Cookie': 'pantry-sid=eyJhbGciOiJIUzI1NiIsImV4cCI6MTYxNDg1NDQ3OSwiaWF0IjoxNjE0MDAxMjc5fQ.eyJzZXJpYWwiOiIwMDAwMWNkNDBlZTIifQ.Gk63eBJiPBGJBmCo58win95xHZOz_SdRLcnaI8tcsYw', 'Host': 'kiosk-prod.bytefoods.com', 'Content-Type': 'application/json; charset=utf-8'}
